ticker,month,total_return_pct,source,fetched_at
GSG,2022-08,-3.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2022-09,-7.5,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2022-10,6.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2022-11,-1.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2022-12,-1.7,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2023-01,-0.1,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2023-02,-4.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2023-03,-0.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2023-04,-1.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2023-05,-6.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2023-06,4.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2023-07,10.8,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2023-08,0.5,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2023-09,3.7,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2023-10,-3.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2023-11,-4.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2023-12,-3.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2024-01,4.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2024-02,0.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2024-03,4.5,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2024-04,1.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2024-05,-1.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2024-06,0.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2024-07,-2.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2024-08,-2.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2024-09,-0.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2024-10,1.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2024-11,-0.8,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2024-12,3.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2025-01,3.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2025-02,-1.5,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2025-03,2.6,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2025-04,-8.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2025-05,2.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2025-06,4.1,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2025-07,3.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2025-08,-0.1,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2025-09,0.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2025-10,1.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2025-11,0.3,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2025-12,-0.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2026-01,10.5,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2026-02,1.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
GSG,2026-03,24.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2012-01,5.3,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2012-02,4.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2012-03,2.8,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2012-04,-0.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2012-05,-6.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2012-06,3.7,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2012-07,1.7,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2012-08,2.5,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2012-09,1.8,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2012-10,-1.5,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2012-11,0.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2012-12,0.3,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2013-01,5.8,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2013-02,1.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2013-03,3.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2013-04,2.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2013-05,2.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2013-06,-2.1,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2013-07,5.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2013-08,-3.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2013-09,2.7,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2013-10,5.1,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2013-11,3.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2013-12,2.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2014-01,-3.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2014-02,4.6,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2014-03,0.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2014-04,1.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2014-05,2.3,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2014-06,1.6,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2014-07,-0.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2014-08,4.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2014-09,-1.8,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2014-10,2.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2014-11,2.8,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2014-12,-0.8,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2015-01,-2.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2015-02,5.6,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2015-03,-2.1,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2015-04,1.5,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2015-05,1.3,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2015-06,-2.5,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2015-07,2.8,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2015-08,-6.1,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2015-09,-3.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2015-10,9.1,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2015-11,0.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2015-12,-2.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2016-01,-4.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2016-02,-0.1,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2016-03,6.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2016-04,0.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2016-05,1.7,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2016-06,-0.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2016-07,4.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2016-08,0.1,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2016-09,-0.5,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2016-10,-1.3,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2016-11,3.7,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2016-12,1.6,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2017-01,2.3,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2017-02,4.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2017-03,-0.3,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2017-04,1.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2017-05,1.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2017-06,0.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2017-07,2.5,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2017-08,0.3,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2017-09,1.5,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2017-10,2.8,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2017-11,3.1,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2017-12,0.7,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2018-01,6.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2018-02,-3.8,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2018-03,-2.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2018-04,0.8,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2018-05,2.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2018-06,0.1,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2018-07,4.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2018-08,3.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2018-09,0.1,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2018-10,-6.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2018-11,1.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2018-12,-9.5,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2019-01,8.7,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2019-02,3.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2019-03,1.5,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2019-04,4.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2019-05,-6.3,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2019-06,6.3,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2019-07,2.1,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2019-08,-1.7,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2019-09,1.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2019-10,2.7,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2019-11,3.6,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2019-12,2.3,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2020-01,0.6,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2020-02,-8.5,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2020-03,-12.7,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2020-04,13.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2020-05,4.8,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2020-06,1.5,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2020-07,6.3,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2020-08,7.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2020-09,-4.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2020-10,-2.1,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2020-11,10.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2020-12,3.3,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2021-01,-0.6,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2021-02,2.8,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2021-03,4.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2021-04,5.6,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2021-05,0.7,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2021-06,2.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2021-07,2.7,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2021-08,3.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2021-09,-5.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2021-10,7.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2021-11,-0.7,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2021-12,4.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2022-01,-5.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2022-02,-2.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2022-03,3.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2022-04,-8.5,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2022-05,0.3,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2022-06,-8.6,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2022-07,9.6,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2022-08,-4.1,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2022-09,-9.7,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2022-10,8.7,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2022-11,5.6,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2022-12,-6.1,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2023-01,6.7,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2023-02,-2.5,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2023-03,3.3,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2023-04,2.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2023-05,0.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2023-06,6.3,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2023-07,3.6,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2023-08,-1.6,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2023-09,-5.1,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2023-10,-1.8,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2023-11,9.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2023-12,4.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2024-01,2.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2024-02,5.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2024-03,3.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2024-04,-3.7,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2024-05,5.1,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2024-06,3.3,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2024-07,1.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2024-08,2.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2024-09,1.8,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2024-10,-0.6,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2024-11,5.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2024-12,-2.7,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2025-01,3.1,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2025-02,-1.3,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2025-03,-5.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2025-04,-0.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2025-05,6.1,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2025-06,4.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2025-07,2.6,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2025-08,2.1,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2025-09,3.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2025-10,2.7,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2025-11,0.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2025-12,-0.3,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2026-01,1.8,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2026-02,-0.8,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IVV,2026-03,-5.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2012-01,7.7,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2012-02,4.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2012-03,6.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2012-04,-1.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2012-05,-8.3,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2012-06,4.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2012-07,0.6,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2012-08,2.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2012-09,2.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2012-10,1.6,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2012-11,-0.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2012-12,3.1,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2013-01,6.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2013-02,1.3,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2013-03,3.7,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2013-04,2.7,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2013-05,4.5,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2013-06,-1.5,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2013-07,5.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2013-08,-5.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2013-09,2.8,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2013-10,4.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2013-11,3.6,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2013-12,1.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2014-01,-3.1,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2014-02,3.6,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2014-03,2.1,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2014-04,-1.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2014-05,1.5,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2014-06,1.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2014-07,-1.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2014-08,4.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2014-09,-1.6,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2014-10,4.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2014-11,2.3,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2014-12,1.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2015-01,-5.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2015-02,5.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2015-03,-0.7,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2015-04,0.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2015-05,1.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2015-06,-0.8,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2015-07,3.8,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2015-08,-6.6,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2015-09,-3.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2015-10,6.7,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2015-11,1.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2015-12,-2.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2016-01,-7.6,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2016-02,-2.6,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2016-03,7.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2016-04,3.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2016-05,2.3,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2016-06,-3.3,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2016-07,4.3,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2016-08,3.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2016-09,-2.3,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2016-10,0.7,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2016-11,8.8,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2016-12,3.3,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2017-01,1.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2017-02,4.8,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2017-03,-2.6,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2017-04,0.1,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2017-05,-0.8,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2017-06,4.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2017-07,2.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2017-08,-1.0,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2017-09,3.4,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2017-10,2.7,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2017-11,3.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2017-12,0.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2018-01,4.9,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
IYF,2018-02,-3.2,Yahoo Finance adjusted close (1mo),2026-04-11T05:38:28+00:00
